0.0,4231577.913922777,3909425.8425674327,2728051.8263179013
0.13795479258246632,4231578.053264195,3909425.7853179974,2728052.2180757755
0.27590958516493264,4231578.472217548,3909425.613569704,2728053.3953418303
0.4138643777473989,4231579.172184435,3909425.3273225944,2728055.3611217393
0.5518191703298653,4231580.154576116,3909424.926576738,2728058.118441848
0.6897739629123316,4231581.420813749,3909424.4113322315,2728061.6703496766
0.8277287554947979,4231582.972328476,3909423.781589201,2728066.019914122
0.9656835480772642,4231584.810561542,3909423.0373477996,2728071.170225691
1.1036383406597305,4231586.936964396,3909422.178608209,2728077.124396731
1.2415931332421968,4231589.352998801,3909421.2053706395,2728083.88556166
1.3795479258246632,4231592.060136939,3909420.117635329,2728091.456877203
1.5175027184071295,4231595.059861538,3909418.915402546,2728099.8415226364
1.6554575109895957,4231598.353665985,3909417.598672586,2728109.0427000653
1.7934123035720622,4231601.943054426,3909416.1674457747,2728119.063634612
1.9313670961545284,4231605.829541878,3909414.621722466,2728129.907574661
2.0693218887369946,4231610.014654338,3909412.9615030424,2728141.577792108
2.207276681319461,4231614.499928911,3909411.1867879177,2728154.077582612
2.3452314739019275,4231619.286913919,3909409.297577533,2728167.410265844
2.4831862664843936,4231624.377169085,3909407.293872361,2728181.5791858705
2.62114105906686,4231629.772265689,3909405.175672902,2728196.5877115084
2.7590958516493265,4231635.473786569,3909402.9429796874,2728212.4392362926
2.8970506442317925,4231641.483326299,3909400.5957932784,2728229.1371788904
3.035005436814259,4231647.802491329,3909398.1341142664,2728246.684983385
3.1729602293967254,4231654.432900114,3909395.557943273,2728265.0861195587
3.3109150219791914,4231661.376183256,3909392.86728095,2728284.3440831867
3.448869814561658,4231668.633983639,3909390.062127979,2728304.46239634
3.5868246071441243,4231676.207956567,3909387.142485074,2728325.44460767
3.724779399726591,4231684.099769906,3909384.1083529782,2728347.2942927172
3.862734192309057,4231692.311104222,3909380.9597324673,2728370.0150542147
4.000688984891523,4231700.843652938,3909377.696624346,2728393.610522405
4.138643777473989,4231709.699122467,3909374.3190294523,2728418.084355351
4.276598570056456,4231718.879232371,3909370.826948654,2728443.440239252
4.414553362638922,4231728.385715502,3909367.2203828515,2728469.6818887577
4.552508155221388,4231738.220318165,3909363.499332976,2728496.8130473197
4.690462947803855,4231748.384800268,3909359.663799992,2728524.837487514
4.828417740386321,4231758.880935486,3909355.7137848935,2728553.7590113766
4.966372532968787,4231769.710511412,3909351.649288709,2728583.581450746
5.104327325551254,4231780.875329727,3909347.470312498,2728614.308667623
5.24228211813372,4231792.377206444,3909343.1768573527,2728645.9445546833
5.380236910716186,4231804.217971978,3909338.7689243983,2728678.4930354394
5.518191703298653,4231816.399471331,3909334.2465147916,2728711.958064633
5.656146495881119,4231828.9235642785,3909329.6096297237,2728746.343628632
5.794101288463585,4231841.792125543,3909324.8582704174,2728781.653745803
5.932056081046052,4231855.007044968,3909319.9924381296,2728817.8924668934
6.070010873628518,4231868.570227762,3909315.0121341506,2728855.0638755374
6.207965666210984,4231882.483594681,3909309.917359804,2728893.172088665
6.345920458793451,4231896.749082133,3909304.708116446,2728932.221256711
6.483875251375917,4231911.36864241,3909299.384405469,2728972.215564119
6.621830043958383,4231926.344243879,3909293.9462282974,2729013.159229756
6.75978483654085,4231941.677871183,3909288.3935863907,2729055.0565073295
6.897739629123316,4231957.371525443,3909282.726481242,2729097.911685837
7.035694421705783,4231973.427224584,3909276.9449143806,2729141.7290902487
7.173649214288249,4231989.847003375,3909271.048887368,2729186.5130816055
7.311604006870715,4232006.632913691,3909265.0384018025,2729232.2680575727
7.449558799453182,4232023.78702473,3909258.913459317,2729278.9984529074
7.587513592035648,4232041.311423228,3909252.6740615787,2729326.7087399266
7.725468384618114,4232059.208213685,3909246.320210292,2729375.403428974
7.8634231772005805,4232077.479518694,3909239.851907195,2729425.087069147
8.001377969783046,4232096.127479147,3909233.2691540625,2729475.7642487194
8.139332762365513,4232115.154254313,3909226.5719527057,2729527.4395953193
8.277287554947979,4232134.562022162,3909219.7603049707,2729580.117776622
