4231577.913922777,3909425.8425674327,2728051.8263179013
4231577.961043501,3909425.8425674327,2728052.36491024
4231578.102594659,3909425.8425674327,2728053.98284737
4231578.33886134,3909425.8425674327,2728056.683387897
4231578.670130301,3909425.8425674327,2728060.469809454
4231579.096690041,3909425.8425674327,2728065.345409591
4231579.618830816,3909425.8425674327,2728071.3135059616
4231580.236844656,3909425.8425674327,2728078.3774364796
4231580.951025382,3909425.8425674327,2728086.540559518
4231581.761668617,3909425.8425674327,2728095.806254101
4231582.669071813,3909425.8425674327,2728106.177920087
4231583.673534258,3909425.8425674327,2728117.658978371
4231584.775357098,3909425.8425674327,2728130.2528710742
4231585.974843357,3909425.8425674327,2728143.9630617457
4231587.272297948,3909425.8425674327,2728158.793035576
4231588.668027701,3909425.8425674327,2728174.7462996487
4231590.162341369,3909425.8425674327,2728191.826383034
4231591.755549651,3909425.8425674327,2728210.036837022
4231593.447965206,3909425.8425674327,2728229.3812353346
4231595.239902675,3909425.8425674327,2728249.8631743286
4231597.131678697,3909425.8425674327,2728271.486273205
4231599.123611928,3909425.8425674327,2728294.2541742185
4231601.216023072,3909425.8425674327,2728318.1705430346
4231603.409234921,3909425.8425674327,2728343.2390691894
4231605.703572328,3909425.8425674327,2728369.463465752
4231608.099362243,3909425.8425674327,2728396.84746978
4231610.596933736,3909425.8425674327,2728425.394842571
4231613.196618019,3909425.8425674327,2728455.109369901
4231615.898748468,3909425.8425674327,2728485.9948622636
4231618.703660642,3909425.8425674327,2728518.0551551124
4231621.611692305,3909425.8425674327,2728551.2941091205
4231624.623183452,3909425.8425674327,2728585.715610437
4231627.738476324,3909425.8425674327,2728621.323570912
4231630.957915437,3909425.8425674327,2728658.121928365
4231634.281847601,3909425.8425674327,2728696.1146468474
4231637.710621943,3909425.8425674327,2728735.305716903
4231641.24458993,3909425.8425674327,2728775.699155836
4231644.884105396,3909425.8425674327,2728817.2990079774
4231648.629524564,3909425.8425674327,2728860.109344951
4231652.481206064,3909425.8425674327,2728904.134265947
4231656.439510967,3909425.8425674327,2728949.377898015
4231660.5048028035,3909425.8425674327,2728995.844396339
4231664.677447593,3909425.8425674327,2729043.5379445185
4231668.957813863,3909425.8425674327,2729092.4627548596
4231673.346272679,3909425.8425674327,2729142.623068665
4231677.843197672,3909425.8425674327,2729194.0231565265
4231682.448965074,3909425.8425674327,2729246.6673188265
4231687.163953746,3909425.8425674327,2729300.5598859517
